model,distance,dataset,mr_id,positive_distance,negative_distance,violated,base,positive,negative
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.227858,0.204263,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,22.056939,17.32715,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.459002,0.293286,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.958125,0.76588,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,14.769226,11.986373,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.606116,0.440351,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.515781,0.401893,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.459022,0.293304,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,30.086405,22.661838,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,9.307467,9.204899,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.330268,0.325842,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.316075,0.309186,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,20.667333,19.575714,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.363163,0.217874,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.852247,0.660112,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,13.146204,10.467636,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.519569,0.379279,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.454761,0.351886,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.363179,0.217885,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,22.879213,20.976327,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
BAAI/bge-small-en-v1.5,cosine_distance,glue-mrpc,MR2-Paraphrase,0.210548,0.176193,True,"In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .","Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .
BAAI/bge-small-en-v1.5,euclidean,glue-mrpc,MR2-Paraphrase,0.648919,0.593621,True,"In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .","Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .
BAAI/bge-small-en-v1.5,manhattan,glue-mrpc,MR2-Paraphrase,10.085083,9.344253,True,"In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .","Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .
BAAI/bge-small-en-v1.5,bray_curtis,glue-mrpc,MR2-Paraphrase,0.359553,0.335722,True,"In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .","Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .
BAAI/bge-small-en-v1.5,lance_williams,glue-mrpc,MR2-Paraphrase,0.341077,0.318156,True,"In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .","Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .
BAAI/bge-small-en-v1.5,pearson_correlation,glue-mrpc,MR2-Paraphrase,0.210561,0.176205,True,"In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .","Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .
BAAI/bge-small-en-v1.5,mahalanobis,glue-mrpc,MR2-Paraphrase,22.27411,20.585813,True,"In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .","Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.462394,0.286589,True,Indian vendor stops to rest with cart in busy market.,A human is outdoors.,The Indian vendor is swimming.
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.961659,0.757085,True,Indian vendor stops to rest with cart in busy market.,A human is outdoors.,The Indian vendor is swimming.
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,15.159105,11.904365,True,Indian vendor stops to rest with cart in busy market.,A human is outdoors.,The Indian vendor is swimming.
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.664213,0.452234,True,Indian vendor stops to rest with cart in busy market.,A human is outdoors.,The Indian vendor is swimming.
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.545098,0.408171,True,Indian vendor stops to rest with cart in busy market.,A human is outdoors.,The Indian vendor is swimming.
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.462415,0.286611,True,Indian vendor stops to rest with cart in busy market.,A human is outdoors.,The Indian vendor is swimming.
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,24.223174,21.563349,True,Indian vendor stops to rest with cart in busy market.,A human is outdoors.,The Indian vendor is swimming.
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.333322,0.26461,True,Baby boy kneeling on knees in front of Welchs vending machine.,A child is near a snack machine,The child is sitting beside the Welchs vending machine
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.816483,0.727475,True,Baby boy kneeling on knees in front of Welchs vending machine.,A child is near a snack machine,The child is sitting beside the Welchs vending machine
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,12.770337,11.199842,True,Baby boy kneeling on knees in front of Welchs vending machine.,A child is near a snack machine,The child is sitting beside the Welchs vending machine
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.485386,0.406396,True,Baby boy kneeling on knees in front of Welchs vending machine.,A child is near a snack machine,The child is sitting beside the Welchs vending machine
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.440916,0.376897,True,Baby boy kneeling on knees in front of Welchs vending machine.,A child is near a snack machine,The child is sitting beside the Welchs vending machine
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.333338,0.264623,True,Baby boy kneeling on knees in front of Welchs vending machine.,A child is near a snack machine,The child is sitting beside the Welchs vending machine
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,26.2244,22.064527,True,Baby boy kneeling on knees in front of Welchs vending machine.,A child is near a snack machine,The child is sitting beside the Welchs vending machine
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,26.675662,25.959143,True,A woman wearing a blue plaid shirt and sunglasses has her mouth open and is walking down the sidewalk beside a white building.,A woman was surprised by a white building.,A Woman has not her mouth open even when she is eating
BAAI/bge-small-en-v1.5,cosine_distance,glue-qqp,MR3-Duplicate-Question,0.178108,0.050123,True,"Why do people ask questions on Quora that are just as, if not more than easier to, look up with a search engine?",Why don't Quora people just look up the answer on Google?,Why do some people ask questions on Quora that could easily be answered by using a search engine?
BAAI/bge-small-en-v1.5,euclidean,glue-qqp,MR3-Duplicate-Question,0.596839,0.316618,True,"Why do people ask questions on Quora that are just as, if not more than easier to, look up with a search engine?",Why don't Quora people just look up the answer on Google?,Why do some people ask questions on Quora that could easily be answered by using a search engine?
BAAI/bge-small-en-v1.5,manhattan,glue-qqp,MR3-Duplicate-Question,9.422644,4.899886,True,"Why do people ask questions on Quora that are just as, if not more than easier to, look up with a search engine?",Why don't Quora people just look up the answer on Google?,Why do some people ask questions on Quora that could easily be answered by using a search engine?
BAAI/bge-small-en-v1.5,bray_curtis,glue-qqp,MR3-Duplicate-Question,0.355697,0.177703,True,"Why do people ask questions on Quora that are just as, if not more than easier to, look up with a search engine?",Why don't Quora people just look up the answer on Google?,Why do some people ask questions on Quora that could easily be answered by using a search engine?
BAAI/bge-small-en-v1.5,lance_williams,glue-qqp,MR3-Duplicate-Question,0.333654,0.17461,True,"Why do people ask questions on Quora that are just as, if not more than easier to, look up with a search engine?",Why don't Quora people just look up the answer on Google?,Why do some people ask questions on Quora that could easily be answered by using a search engine?
BAAI/bge-small-en-v1.5,pearson_correlation,glue-qqp,MR3-Duplicate-Question,0.178124,0.050127,True,"Why do people ask questions on Quora that are just as, if not more than easier to, look up with a search engine?",Why don't Quora people just look up the answer on Google?,Why do some people ask questions on Quora that could easily be answered by using a search engine?
BAAI/bge-small-en-v1.5,mahalanobis,glue-qqp,MR3-Duplicate-Question,20.708046,12.928519,True,"Why do people ask questions on Quora that are just as, if not more than easier to, look up with a search engine?",Why don't Quora people just look up the answer on Google?,Why do some people ask questions on Quora that could easily be answered by using a search engine?
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.475262,0.464508,True,A man wearing a blue shirt trying to get something with a pole from the roof of the room.,The man is holding a pole in his hands.,The man is standing on the roof.
